date,location,source,value,class
2020-08-11,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-11,Miami,venues google,-49.0,transit_stations
2020-08-11,Miami,venues google,-38.0,workplaces
2020-08-11,Miami,venues google,-39.0,parks
2020-08-12,Miami,venues google,15.0,residential
2020-08-12,Miami,venues google,-28.0,retail_and_recreation
2020-08-12,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-12,Miami,venues google,-51.0,transit_stations
2020-08-12,Miami,venues google,-38.0,workplaces
2020-08-12,Miami,venues google,-43.0,parks
2020-08-13,Miami,venues google,15.0,residential
2020-08-13,Miami,venues google,-29.0,retail_and_recreation
2020-08-13,Miami,venues google,-16.0,grocery_and_pharmacy
2020-08-13,Miami,venues google,-52.0,transit_stations
2020-08-13,Miami,venues google,-38.0,workplaces
2020-08-13,Miami,venues google,-43.0,parks
2020-08-14,Miami,venues google,14.0,residential
2020-08-14,Miami,venues google,-30.0,retail_and_recreation
2020-08-14,Miami,venues google,-14.0,grocery_and_pharmacy
2020-08-14,Miami,venues google,-51.0,transit_stations
2020-08-14,Miami,venues google,-37.0,workplaces
2020-08-14,Miami,venues google,-41.0,parks
2020-08-15,Miami,venues google,9.0,residential
2020-08-15,Miami,venues google,-35.0,retail_and_recreation
2020-08-15,Miami,venues google,-19.0,grocery_and_pharmacy
2020-08-15,Miami,venues google,-52.0,transit_stations
2020-08-15,Miami,venues google,-25.0,workplaces
2020-08-15,Miami,venues google,-49.0,parks
2020-08-16,Miami,venues google,7.0,residential
2020-08-16,Miami,venues google,-35.0,retail_and_recreation
2020-08-16,Miami,venues google,-21.0,grocery_and_pharmacy
2020-08-16,Miami,venues google,-55.0,transit_stations
2020-08-16,Miami,venues google,-25.0,workplaces
2020-08-16,Miami,venues google,-42.0,parks
2020-08-17,Miami,venues google,14.0,residential
2020-08-17,Miami,venues google,-30.0,retail_and_recreation
2020-08-17,Miami,venues google,-20.0,grocery_and_pharmacy
2020-08-17,Miami,venues google,-52.0,transit_stations
2020-08-17,Miami,venues google,-38.0,workplaces
2020-08-17,Miami,venues google,-44.0,parks
2020-08-18,Miami,venues google,14.0,residential
2020-08-18,Miami,venues google,-28.0,retail_and_recreation
2020-08-18,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-18,Miami,venues google,-49.0,transit_stations
2020-08-18,Miami,venues google,-37.0,workplaces
2020-08-18,Miami,venues google,-35.0,parks
2020-08-19,Miami,venues google,15.0,residential
2020-08-19,Miami,venues google,-31.0,retail_and_recreation
2020-08-19,Miami,venues google,-21.0,grocery_and_pharmacy
2020-08-19,Miami,venues google,-51.0,transit_stations
2020-08-19,Miami,venues google,-37.0,workplaces
2020-08-19,Miami,venues google,-54.0,parks
2020-08-20,Miami,venues google,15.0,residential
2020-08-20,Miami,venues google,-30.0,retail_and_recreation
2020-08-20,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-20,Miami,venues google,-52.0,transit_stations
2020-08-20,Miami,venues google,-38.0,workplaces
2020-08-20,Miami,venues google,-51.0,parks
2020-08-21,Miami,venues google,14.0,residential
2020-08-21,Miami,venues google,-29.0,retail_and_recreation
2020-08-21,Miami,venues google,-13.0,grocery_and_pharmacy
2020-08-21,Miami,venues google,-50.0,transit_stations
2020-08-21,Miami,venues google,-36.0,workplaces
2020-08-21,Miami,venues google,-44.0,parks
2020-08-24,Miami,venues google,15.0,residential
2020-08-24,Miami,venues google,-31.0,retail_and_recreation
2020-08-24,Miami,venues google,-21.0,grocery_and_pharmacy
2020-08-24,Miami,venues google,-52.0,transit_stations
2020-08-24,Miami,venues google,-38.0,workplaces
2020-08-24,Miami,venues google,-50.0,parks
2020-08-25,Miami,venues google,14.0,residential
2020-08-25,Miami,venues google,-29.0,retail_and_recreation
2020-08-25,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-25,Miami,venues google,-50.0,transit_stations
2020-08-25,Miami,venues google,-37.0,workplaces
2020-08-25,Miami,venues google,-43.0,parks
2020-08-26,Miami,venues google,14.0,residential
2020-08-26,Miami,venues google,-29.0,retail_and_recreation
2020-08-26,Miami,venues google,-19.0,grocery_and_pharmacy
2020-08-26,Miami,venues google,-49.0,transit_stations
2020-08-26,Miami,venues google,-36.0,workplaces
2020-08-26,Miami,venues google,-45.0,parks
2020-08-27,Miami,venues google,14.0,residential
2020-08-27,Miami,venues google,-29.0,retail_and_recreation
2020-08-27,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-27,Miami,venues google,-51.0,transit_stations
2020-08-27,Miami,venues google,-37.0,workplaces
2020-08-27,Miami,venues google,-44.0,parks
2020-08-28,Miami,venues google,13.0,residential
2020-08-28,Miami,venues google,-29.0,retail_and_recreation
2020-08-28,Miami,venues google,-14.0,grocery_and_pharmacy
2020-08-28,Miami,venues google,-50.0,transit_stations
2020-08-28,Miami,venues google,-35.0,workplaces
2020-08-28,Miami,venues google,-42.0,parks
2020-08-31,Miami,venues google,14.0,residential
2020-08-31,Miami,venues google,-30.0,retail_and_recreation
2020-08-31,Miami,venues google,-21.0,grocery_and_pharmacy
2020-08-31,Miami,venues google,-51.0,transit_stations
2020-08-31,Miami,venues google,-37.0,workplaces
2020-08-31,Miami,venues google,-50.0,parks
2020-09-01,Miami,venues google,14.0,residential
2020-09-01,Miami,venues google,-26.0,retail_and_recreation
2020-09-01,Miami,venues google,-14.0,grocery_and_pharmacy
2020-09-01,Miami,venues google,-49.0,transit_stations
2020-09-01,Miami,venues google,-36.0,workplaces
2020-09-01,Miami,venues google,-42.0,parks
2020-09-02,Miami,venues google,13.0,residential
2020-09-02,Miami,venues google,-27.0,retail_and_recreation
2020-09-02,Miami,venues google,-18.0,grocery_and_pharmacy
2020-09-02,Miami,venues google,-49.0,transit_stations
2020-09-02,Miami,venues google,-36.0,workplaces
2020-09-02,Miami,venues google,-45.0,parks
2020-09-03,Miami,venues google,13.0,residential
2020-09-03,Miami,venues google,-26.0,retail_and_recreation
2020-09-03,Miami,venues google,-15.0,grocery_and_pharmacy
2020-09-03,Miami,venues google,-48.0,transit_stations
2020-09-03,Miami,venues google,-37.0,workplaces
2020-09-03,Miami,venues google,-45.0,parks
2020-09-04,Miami,venues google,12.0,residential
2020-09-04,Miami,venues google,-27.0,retail_and_recreation
2020-09-04,Miami,venues google,-13.0,grocery_and_pharmacy
2020-09-04,Miami,venues google,-48.0,transit_stations
2020-09-04,Miami,venues google,-36.0,workplaces
2020-09-04,Miami,venues google,-44.0,parks
2020-09-07,Miami,venues google,19.0,residential
2020-09-07,Miami,venues google,-31.0,retail_and_recreation
2020-09-07,Miami,venues google,-19.0,grocery_and_pharmacy
2020-09-07,Miami,venues google,-59.0,transit_stations
2020-09-07,Miami,venues google,-68.0,workplaces
2020-09-07,Miami,venues google,-40.0,parks
2020-09-08,Miami,venues google,13.0,residential
2020-09-08,Miami,venues google,-28.0,retail_and_recreation
2020-09-08,Miami,venues google,-17.0,grocery_and_pharmacy
2020-09-08,Miami,venues google,-48.0,transit_stations
2020-09-08,Miami,venues google,-37.0,workplaces
2020-09-08,Miami,venues google,-49.0,parks
2020-09-09,Miami,venues google,14.0,residential
2020-09-09,Miami,venues google,-30.0,retail_and_recreation
2020-09-09,Miami,venues google,-20.0,grocery_and_pharmacy
2020-09-09,Miami,venues google,-52.0,transit_stations
2020-09-09,Miami,venues google,-36.0,workplaces
2020-09-09,Miami,venues google,-52.0,parks
2020-09-10,Miami,venues google,13.0,residential
2020-09-10,Miami,venues google,-27.0,retail_and_recreation
2020-09-10,Miami,venues google,-16.0,grocery_and_pharmacy
2020-09-10,Miami,venues google,-49.0,transit_stations
2020-09-10,Miami,venues google,-36.0,workplaces
2020-09-10,Miami,venues google,-49.0,parks
2020-09-11,Miami,venues google,13.0,residential
2020-09-11,Miami,venues google,-27.0,retail_and_recreation
2020-09-11,Miami,venues google,-15.0,grocery_and_pharmacy
2020-09-11,Miami,venues google,-48.0,transit_stations
2020-09-11,Miami,venues google,-33.0,workplaces
2020-09-11,Miami,venues google,-46.0,parks
2020-09-12,Miami,venues google,12.0,residential
2020-09-12,Miami,venues google,-38.0,retail_and_recreation
2020-09-12,Miami,venues google,-26.0,grocery_and_pharmacy
2020-09-12,Miami,venues google,-57.0,transit_stations
2020-09-12,Miami,venues google,-25.0,workplaces
2020-09-12,Miami,venues google,-74.0,parks
2020-09-13,Miami,venues google,8.0,residential
2020-09-13,Miami,venues google,-30.0,retail_and_recreation
2020-09-13,Miami,venues google,-17.0,grocery_and_pharmacy
2020-09-13,Miami,venues google,-54.0,transit_stations
2020-09-13,Miami,venues google,-22.0,workplaces
2020-09-13,Miami,venues google,-55.0,parks
2020-09-14,Miami,venues google,12.0,residential
2020-09-14,Miami,venues google,-27.0,retail_and_recreation
2020-09-14,Miami,venues google,-17.0,grocery_and_pharmacy
2020-09-14,Miami,venues google,-49.0,transit_stations
2020-09-14,Miami,venues google,-32.0,workplaces
2020-09-14,Miami,venues google,-44.0,parks
2020-09-15,Miami,venues google,13.0,residential
2020-09-15,Miami,venues google,-25.0,retail_and_recreation
2020-09-15,Miami,venues google,-16.0,grocery_and_pharmacy
2020-09-15,Miami,venues google,-51.0,transit_stations
2020-09-15,Miami,venues google,-33.0,workplaces
2020-09-15,Miami,venues google,-44.0,parks
2020-09-16,Miami,venues google,13.0,residential
2020-09-16,Miami,venues google,-27.0,retail_and_recreation
2020-09-16,Miami,venues google,-18.0,grocery_and_pharmacy
2020-09-16,Miami,venues google,-50.0,transit_stations
2020-09-16,Miami,venues google,-33.0,workplaces
2020-09-16,Miami,venues google,-45.0,parks
2020-09-17,Miami,venues google,13.0,residential
2020-09-17,Miami,venues google,-27.0,retail_and_recreation
2020-09-17,Miami,venues google,-17.0,grocery_and_pharmacy
2020-09-17,Miami,venues google,-48.0,transit_stations
2020-09-17,Miami,venues google,-34.0,workplaces
2020-09-17,Miami,venues google,-44.0,parks
2020-09-18,Miami,venues google,12.0,residential
2020-09-18,Miami,venues google,-27.0,retail_and_recreation
2020-09-18,Miami,venues google,-15.0,grocery_and_pharmacy
2020-09-18,Miami,venues google,-48.0,transit_stations
2020-09-18,Miami,venues google,-32.0,workplaces
2020-09-18,Miami,venues google,-46.0,parks
2020-09-19,Miami,venues google,6.0,residential
2020-09-19,Miami,venues google,-28.0,retail_and_recreation
2020-09-19,Miami,venues google,-16.0,grocery_and_pharmacy
2020-09-19,Miami,venues google,-48.0,transit_stations
2020-09-19,Miami,venues google,-21.0,workplaces
2020-09-19,Miami,venues google,-45.0,parks
2020-09-20,Miami,venues google,6.0,residential
2020-09-20,Miami,venues google,-31.0,retail_and_recreation
2020-09-20,Miami,venues google,-20.0,grocery_and_pharmacy
2020-09-20,Miami,venues google,-53.0,transit_stations
2020-09-20,Miami,venues google,-22.0,workplaces
2020-09-20,Miami,venues google,-47.0,parks
2020-09-21,Miami,venues google,15.0,residential
2020-09-21,Miami,venues google,-33.0,retail_and_recreation
2020-09-21,Miami,venues google,-25.0,grocery_and_pharmacy
2020-09-21,Miami,venues google,-53.0,transit_stations
2020-09-21,Miami,venues google,-35.0,workplaces
2020-09-21,Miami,venues google,-65.0,parks
2020-09-22,Miami,venues google,13.0,residential
2020-09-22,Miami,venues google,-25.0,retail_and_recreation
2020-09-22,Miami,venues google,-13.0,grocery_and_pharmacy
2020-09-22,Miami,venues google,-52.0,transit_stations
2020-09-22,Miami,venues google,-33.0,workplaces
2020-09-22,Miami,venues google,-47.0,parks
2020-09-23,Miami,venues google,13.0,residential
2020-09-23,Miami,venues google,-27.0,retail_and_recreation
2020-09-23,Miami,venues google,-17.0,grocery_and_pharmacy
2020-09-23,Miami,venues google,-51.0,transit_stations
2020-09-23,Miami,venues google,-32.0,workplaces
2020-09-23,Miami,venues google,-50.0,parks
2020-09-24,Miami,venues google,14.0,residential
2020-09-24,Miami,venues google,-30.0,retail_and_recreation
2020-09-24,Miami,venues google,-20.0,grocery_and_pharmacy
2020-09-24,Miami,venues google,-52.0,transit_stations
2020-09-24,Miami,venues google,-34.0,workplaces
2020-09-24,Miami,venues google,-61.0,parks
2020-09-25,Miami,venues google,13.0,residential
2020-09-25,Miami,venues google,-28.0,retail_and_recreation
2020-09-25,Miami,venues google,-16.0,grocery_and_pharmacy
2020-09-25,Miami,venues google,-51.0,transit_stations
2020-09-25,Miami,venues google,-32.0,workplaces
2020-09-25,Miami,venues google,-58.0,parks
2020-09-26,Miami,venues google,7.0,residential
2020-09-26,Miami,venues google,-29.0,retail_and_recreation
2020-09-26,Miami,venues google,-17.0,grocery_and_pharmacy
2020-09-26,Miami,venues google,-51.0,transit_stations
2020-09-26,Miami,venues google,-19.0,workplaces
2020-09-26,Miami,venues google,-56.0,parks
2020-09-27,Miami,venues google,6.0,residential
2020-09-27,Miami,venues google,-28.0,retail_and_recreation
2020-09-27,Miami,venues google,-17.0,grocery_and_pharmacy
2020-09-27,Miami,venues google,-53.0,transit_stations
2020-09-27,Miami,venues google,-19.0,workplaces
2020-09-27,Miami,venues google,-47.0,parks
2020-09-28,Miami,venues google,12.0,residential
2020-09-28,Miami,venues google,-27.0,retail_and_recreation
2020-09-28,Miami,venues google,-19.0,grocery_and_pharmacy
2020-09-28,Miami,venues google,-50.0,transit_stations
2020-09-28,Miami,venues google,-34.0,workplaces
2020-09-28,Miami,venues google,-51.0,parks
2020-09-29,Miami,venues google,12.0,residential
2020-09-29,Miami,venues google,-26.0,retail_and_recreation
2020-09-29,Miami,venues google,-15.0,grocery_and_pharmacy
2020-09-29,Miami,venues google,-53.0,transit_stations
2020-09-29,Miami,venues google,-32.0,workplaces
2020-09-29,Miami,venues google,-49.0,parks
2020-09-30,Miami,venues google,12.0,residential
2020-09-30,Miami,venues google,-27.0,retail_and_recreation
2020-09-30,Miami,venues google,-18.0,grocery_and_pharmacy
2020-09-30,Miami,venues google,-51.0,transit_stations
2020-09-30,Miami,venues google,-33.0,workplaces
2020-09-30,Miami,venues google,-55.0,parks
2020-10-01,Miami,venues google,13.0,residential
2020-10-01,Miami,venues google,-28.0,retail_and_recreation
2020-10-01,Miami,venues google,-18.0,grocery_and_pharmacy
2020-10-01,Miami,venues google,-51.0,transit_stations
2020-10-01,Miami,venues google,-32.0,workplaces
2020-10-01,Miami,venues google,-57.0,parks
2020-10-02,Miami,venues google,12.0,residential
2020-10-02,Miami,venues google,-27.0,retail_and_recreation
2020-10-02,Miami,venues google,-15.0,grocery_and_pharmacy
2020-10-02,Miami,venues google,-50.0,transit_stations
2020-10-02,Miami,venues google,-31.0,workplaces
2020-10-02,Miami,venues google,-59.0,parks
2020-10-03,Miami,venues google,9.0,residential
2020-10-03,Miami,venues google,-28.0,retail_and_recreation
2020-10-03,Miami,venues google,-15.0,grocery_and_pharmacy
2020-10-03,Miami,venues google,-52.0,transit_stations
2020-10-03,Miami,venues google,-20.0,workplaces
2020-10-03,Miami,venues google,-66.0,parks
2020-10-04,Miami,venues google,6.0,residential
2020-10-04,Miami,venues google,-26.0,retail_and_recreation
2020-10-04,Miami,venues google,-15.0,grocery_and_pharmacy
2020-10-04,Miami,venues google,-53.0,transit_stations
2020-10-04,Miami,venues google,-19.0,workplaces
2020-10-04,Miami,venues google,-52.0,parks
2020-10-05,Miami,venues google,11.0,residential
2020-10-05,Miami,venues google,-25.0,retail_and_recreation
2020-10-05,Miami,venues google,-15.0,grocery_and_pharmacy
2020-10-05,Miami,venues google,-48.0,transit_stations
2020-10-05,Miami,venues google,-32.0,workplaces
2020-10-05,Miami,venues google,-50.0,parks
2020-10-06,Miami,venues google,12.0,residential
2020-10-06,Miami,venues google,-24.0,retail_and_recreation
2020-10-06,Miami,venues google,-14.0,grocery_and_pharmacy
2020-10-06,Miami,venues google,-51.0,transit_stations
2020-10-06,Miami,venues google,-33.0,workplaces
2020-10-06,Miami,venues google,-49.0,parks
2020-10-07,Miami,venues google,11.0,residential
2020-10-07,Miami,venues google,-25.0,retail_and_recreation
2020-10-07,Miami,venues google,-16.0,grocery_and_pharmacy
2020-10-07,Miami,venues google,-51.0,transit_stations
2020-10-07,Miami,venues google,-32.0,workplaces
2020-10-07,Miami,venues google,-47.0,parks
2020-10-08,Miami,venues google,11.0,residential
2020-10-08,Miami,venues google,-25.0,retail_and_recreation
2020-10-08,Miami,venues google,-15.0,grocery_and_pharmacy
2020-10-08,Miami,venues google,-48.0,transit_stations
2020-10-08,Miami,venues google,-32.0,workplaces
2020-10-08,Miami,venues google,-45.0,parks
2020-10-09,Miami,venues google,10.0,residential
2020-10-09,Miami,venues google,-26.0,retail_and_recreation
2020-10-09,Miami,venues google,-14.0,grocery_and_pharmacy
2020-10-09,Miami,venues google,-47.0,transit_stations
2020-10-09,Miami,venues google,-30.0,workplaces
2020-10-09,Miami,venues google,-48.0,parks
2020-10-10,Miami,venues google,7.0,residential
2020-10-10,Miami,venues google,-26.0,retail_and_recreation
2020-10-10,Miami,venues google,-14.0,grocery_and_pharmacy
2020-10-10,Miami,venues google,-49.0,transit_stations
2020-10-10,Miami,venues google,-19.0,workplaces
2020-10-10,Miami,venues google,-50.0,parks
2020-10-11,Miami,venues google,6.0,residential
2020-10-11,Miami,venues google,-28.0,retail_and_recreation
2020-10-11,Miami,venues google,-18.0,grocery_and_pharmacy
2020-10-11,Miami,venues google,-52.0,transit_stations
2020-10-11,Miami,venues google,-19.0,workplaces
2020-10-11,Miami,venues google,-49.0,parks
2020-10-12,Miami,venues google,12.0,residential
2020-10-12,Miami,venues google,-27.0,retail_and_recreation
2020-10-12,Miami,venues google,-18.0,grocery_and_pharmacy
2020-10-12,Miami,venues google,-48.0,transit_stations
2020-10-12,Miami,venues google,-35.0,workplaces
2020-10-12,Miami,venues google,-49.0,parks
2020-10-13,Miami,venues google,11.0,residential
2020-10-13,Miami,venues google,-25.0,retail_and_recreation
2020-10-13,Miami,venues google,-15.0,grocery_and_pharmacy
2020-10-13,Miami,venues google,-49.0,transit_stations
2020-10-13,Miami,venues google,-32.0,workplaces
2020-10-13,Miami,venues google,-43.0,parks
2020-10-14,Miami,venues google,11.0,residential
2020-10-14,Miami,venues google,-25.0,retail_and_recreation
2020-10-14,Miami,venues google,-16.0,grocery_and_pharmacy
2020-10-14,Miami,venues google,-47.0,transit_stations
2020-10-14,Miami,venues google,-30.0,workplaces
2020-10-14,Miami,venues google,-45.0,parks
2020-10-15,Miami,venues google,11.0,residential
2020-10-15,Miami,venues google,-26.0,retail_and_recreation
2020-10-15,Miami,venues google,-16.0,grocery_and_pharmacy
2020-10-15,Miami,venues google,-45.0,transit_stations
2020-10-15,Miami,venues google,-31.0,workplaces
2020-10-15,Miami,venues google,-47.0,parks
2020-10-16,Miami,venues google,13.0,residential
2020-10-16,Miami,venues google,-31.0,retail_and_recreation
2020-10-16,Miami,venues google,-21.0,grocery_and_pharmacy
2020-10-16,Miami,venues google,-48.0,transit_stations
2020-10-16,Miami,venues google,-30.0,workplaces
2020-10-16,Miami,venues google,-61.0,parks
2020-10-17,Miami,venues google,6.0,residential
2020-10-17,Miami,venues google,-24.0,retail_and_recreation
2020-10-17,Miami,venues google,-11.0,grocery_and_pharmacy
2020-10-17,Miami,venues google,-46.0,transit_stations
2020-10-17,Miami,venues google,-18.0,workplaces
2020-10-17,Miami,venues google,-47.0,parks
2020-10-18,Miami,venues google,6.0,residential
2020-10-18,Miami,venues google,-25.0,retail_and_recreation
2020-10-18,Miami,venues google,-16.0,grocery_and_pharmacy
2020-10-18,Miami,venues google,-49.0,transit_stations
2020-10-18,Miami,venues google,-20.0,workplaces
2020-10-18,Miami,venues google,-45.0,parks
2020-10-19,Miami,venues google,11.0,residential
2020-10-19,Miami,venues google,-25.0,retail_and_recreation
2020-10-19,Miami,venues google,-17.0,grocery_and_pharmacy
2020-10-19,Miami,venues google,-45.0,transit_stations
2020-10-19,Miami,venues google,-31.0,workplaces
2020-10-19,Miami,venues google,-50.0,parks
2020-10-20,Miami,venues google,12.0,residential
2020-10-20,Miami,venues google,-26.0,retail_and_recreation
2020-10-20,Miami,venues google,-17.0,grocery_and_pharmacy
2020-10-20,Miami,venues google,-50.0,transit_stations
2020-10-20,Miami,venues google,-31.0,workplaces
2020-10-20,Miami,venues google,-55.0,parks
2020-10-21,Miami,venues google,15.0,residential
2020-10-21,Miami,venues google,-32.0,retail_and_recreation
2020-10-21,Miami,venues google,-25.0,grocery_and_pharmacy
2020-10-21,Miami,venues google,-54.0,transit_stations
2020-10-21,Miami,venues google,-32.0,workplaces
2020-10-21,Miami,venues google,-69.0,parks
2020-10-22,Miami,venues google,11.0,residential
2020-10-22,Miami,venues google,-23.0,retail_and_recreation
2020-10-22,Miami,venues google,-13.0,grocery_and_pharmacy
2020-10-22,Miami,venues google,-45.0,transit_stations
2020-10-22,Miami,venues google,-30.0,workplaces
2020-10-22,Miami,venues google,-49.0,parks
2020-10-23,Miami,venues google,10.0,residential
2020-10-23,Miami,venues google,-21.0,retail_and_recreation
2020-10-23,Miami,venues google,-11.0,grocery_and_pharmacy
2020-10-23,Miami,venues google,-45.0,transit_stations
2020-10-23,Miami,venues google,-30.0,workplaces
2020-10-23,Miami,venues google,-42.0,parks
2020-10-24,Miami,venues google,7.0,residential
2020-10-24,Miami,venues google,-26.0,retail_and_recreation
2020-10-24,Miami,venues google,-16.0,grocery_and_pharmacy
2020-10-24,Miami,venues google,-47.0,transit_stations
2020-10-24,Miami,venues google,-19.0,workplaces
2020-10-24,Miami,venues google,-53.0,parks
2020-10-25,Miami,venues google,7.0,residential
2020-10-25,Miami,venues google,-27.0,retail_and_recreation
2020-10-25,Miami,venues google,-19.0,grocery_and_pharmacy
2020-10-25,Miami,venues google,-51.0,transit_stations
2020-10-25,Miami,venues google,-20.0,workplaces
2020-10-25,Miami,venues google,-59.0,parks
2020-10-26,Miami,venues google,10.0,residential
2020-10-26,Miami,venues google,-23.0,retail_and_recreation
2020-10-26,Miami,venues google,-14.0,grocery_and_pharmacy
2020-10-26,Miami,venues google,-43.0,transit_stations
2020-10-26,Miami,venues google,-29.0,workplaces
2020-10-26,Miami,venues google,-44.0,parks
2020-10-27,Miami,venues google,10.0,residential
2020-10-27,Miami,venues google,-22.0,retail_and_recreation
2020-10-27,Miami,venues google,-12.0,grocery_and_pharmacy
2020-10-27,Miami,venues google,-47.0,transit_stations
2020-10-27,Miami,venues google,-30.0,workplaces
2020-10-27,Miami,venues google,-39.0,parks
2020-08-22,Miami,venues google,8.0,residential
2020-08-22,Miami,venues google,-33.0,retail_and_recreation
2020-08-22,Miami,venues google,-16.0,grocery_and_pharmacy
2020-08-22,Miami,venues google,-51.0,transit_stations
2020-08-22,Miami,venues google,-23.0,workplaces
2020-08-22,Miami,venues google,-46.0,parks
2020-08-23,Miami,venues google,7.0,residential
2020-08-23,Miami,venues google,-36.0,retail_and_recreation
2020-08-23,Miami,venues google,-21.0,grocery_and_pharmacy
2020-08-23,Miami,venues google,-56.0,transit_stations
2020-08-23,Miami,venues google,-24.0,workplaces
2020-08-23,Miami,venues google,-50.0,parks
2020-08-29,Miami,venues google,8.0,residential
2020-08-29,Miami,venues google,-32.0,retail_and_recreation
2020-08-29,Miami,venues google,-17.0,grocery_and_pharmacy
2020-08-29,Miami,venues google,-51.0,transit_stations
2020-08-29,Miami,venues google,-23.0,workplaces
2020-08-29,Miami,venues google,-45.0,parks
2020-08-30,Miami,venues google,7.0,residential
2020-08-30,Miami,venues google,-33.0,retail_and_recreation
2020-08-30,Miami,venues google,-20.0,grocery_and_pharmacy
2020-08-30,Miami,venues google,-56.0,transit_stations
2020-08-30,Miami,venues google,-24.0,workplaces
2020-08-30,Miami,venues google,-47.0,parks
2020-09-05,Miami,venues google,7.0,residential
2020-09-05,Miami,venues google,-31.0,retail_and_recreation
2020-09-05,Miami,venues google,-16.0,grocery_and_pharmacy
2020-09-05,Miami,venues google,-50.0,transit_stations
2020-09-05,Miami,venues google,-26.0,workplaces
2020-09-05,Miami,venues google,-45.0,parks
2020-09-06,Miami,venues google,6.0,residential
2020-09-06,Miami,venues google,-33.0,retail_and_recreation
2020-09-06,Miami,venues google,-23.0,grocery_and_pharmacy
2020-09-06,Miami,venues google,-55.0,transit_stations
2020-09-06,Miami,venues google,-25.0,workplaces
2020-09-06,Miami,venues google,-44.0,parks
