i,ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,transactions_
903,5nmJoZWnYKl6pAi7mMMsUg,Auntie April's Chicken-n-Waffles,4.0,641,$$,"['delivery', 'pickup']",False,"Soul Food, Breakfast & Brunch, Chicken Wings","soulfood, breakfast_brunch, chicken_wings",37.7361999,-122.39059,US,CA,San Francisco,94124,"['delivery', 'pickup']"
904,X876cPuxIxfLuuZIUOZA6w,City Lunch Restaurant,4.5,32,$$,['pickup'],False,"Breakfast & Brunch, Korean","breakfast_brunch, korean",37.72577,-122.3868,US,CA,San Francisco,94124,['pickup']
905,kvqXqZqGfEqfA0shqAgXDw,Bloomstock,5.0,19,,['delivery'],False,"Coffee & Tea, Waffles, Cafes","coffee, waffles, cafes",37.72846,-122.39397,US,CA,San Francisco,94124,['delivery']
906,O1sRAas2IZQKYVSNZeBagQ,Cracked & Battered - Potrero Hill,4.5,845,$$,"['pickup', 'delivery']",False,"Breakfast & Brunch, American (Traditional), Halal","breakfast_brunch, tradamerican, halal",37.76266,-122.39719,US,CA,San Francisco,94107,"['pickup', 'delivery']"
907,ZdKUKq7A94x9cEobARf2cA,Breakfast at Tiffany's,4.0,907,$$,"['delivery', 'pickup']",False,"Diners, Breakfast & Brunch, American (Traditional)","diners, breakfast_brunch, tradamerican",37.7304538339376,-122.40473203361,US,CA,San Francisco,94134,"['delivery', 'pickup']"
908,obYQaSOevgeWyssKIbGXxA,Cafe Alma,5.0,28,$$,"['delivery', 'pickup']",False,"Cafes, Coffee & Tea, Breakfast & Brunch","cafes, coffee, breakfast_brunch",37.732061,-122.375343,US,CA,San Francisco,94124,"['delivery', 'pickup']"
909,qxDLT24j7-LxPb7lzRXxCg,Pho Nation,5.0,16,,"['delivery', 'pickup']",False,Vietnamese,vietnamese,37.73166,-122.4056,US,CA,San Francisco,94134,"['delivery', 'pickup']"
910,I198k7wIkK0Xr4r0jco0Og,Frisco Fried,4.0,439,$$,"['delivery', 'pickup']",False,"Soul Food, Seafood, Southern","soulfood, seafood, southern",37.73116,-122.39235,US,CA,San Francisco,94124,"['delivery', 'pickup']"
911,A0AziPST4T6k-V3neWFRNA,Plow,4.0,2663,$$,['delivery'],False,"Breakfast & Brunch, American (New)","breakfast_brunch, newamerican",37.762537673684,-122.39535099572,US,CA,San Francisco,94107,['delivery']
912,wxzx3duu1c0CcomzEOvfOQ,The Front Porch,4.0,2877,$$,"['restaurant_reservation', 'pickup', 'delivery']",False,"Southern, Cajun/Creole, American (Traditional)","southern, cajun, tradamerican",37.7438,-122.422035,US,CA,San Francisco,94110,"['restaurant_reservation', 'pickup', 'delivery']"
913,TA0u_BzRvFKX2T8ujW6ozA,Hu Tong Jian Bing,4.5,18,,[],False,"Chinese, Pop-Up Restaurants","chinese, popuprestaurants",37.7607059286985,-122.38838263971,US,CA,San Francisco,94107,
914,qQAwvheHpMU9MpYoJyMw6Q,Smokin' Warehouse Barbecue,4.0,166,$$,"['delivery', 'pickup']",False,"American (Traditional), Barbeque, Burgers","tradamerican, bbq, burgers",37.72328,-122.39091,US,CA,San Francisco,94124,"['delivery', 'pickup']"
915,AjQYQsVEJQUOXnddE-2WIw,Seoul Train,4.0,2,,['delivery'],False,Korean,korean,37.7501,-122.394986,US,CA,San Francisco,94124,['delivery']
916,QueFVMcMlT-6aZFv2M47mg,Bottega 90,5.0,23,,"['delivery', 'pickup']",False,"Italian, Pasta Shops, Pizza","italian, pastashops, pizza",37.73683354777911,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
917,4J7OOaWkSuKk9buCkILN_A,Tato,4.5,91,$$,"['delivery', 'pickup']",False,Mexican,mexican,37.7363085992944,-122.390521690249,US,CA,San Francisco,94124,"['delivery', 'pickup']"
918,UuFovQRilF7fCmokiiW05w,The Sandwich Shop,4.5,97,$,['delivery'],False,Sandwiches,sandwiches,37.763503,-122.388593,US,CA,San Francisco,94107,['delivery']
919,E8gfFBQrhBmhI0JleXiXQA,Burma Bear,4.5,2,,[],False,Burmese,burmese,37.72072,-122.367341,US,CA,San Francisco,94188,
920,pktJXfqXHxgsRgFovnGeSw,Kitchen Keto,4.5,27,,['delivery'],False,"Acai Bowls, Salad","acaibowls, salad",37.7305679321289,-122.385284423828,US,CA,San Francisco,94124,['delivery']
921,5Tzv1bMQZWnJpTmKxVSsAA,Mysterious Garden,5.0,5,,"['delivery', 'pickup']",False,"Thai, Asian Fusion, Gluten-Free","thai, asianfusion, gluten_free",37.736819,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
922,Z00LBOzgbMtpF6lQt37S-A,Arzillo,4.0,5,,['delivery'],False,"Food Delivery Services, American (New), Sandwiches","fooddeliveryservices, newamerican, sandwiches",37.75086,-122.3941,US,CA,San Francisco,94124,['delivery']
923,C5sETc8tIIsXtOcb-uW9Ew,Bayview Bistro,5.0,6,,[],False,"Food Trucks, Pop-Up Restaurants","foodtrucks, popuprestaurants",37.73989,-122.38865,US,CA,San Francisco,94124,
924,2IgUNNcCoUcmhiv5ei-Vlw,Plain Jane,4.5,263,$$,"['delivery', 'pickup']",False,Breakfast & Brunch,breakfast_brunch,37.75497,-122.4235,US,CA,San Francisco,94110,"['delivery', 'pickup']"
925,XQLmEdXoMzOpffwoFaBtaQ,Kitchen Story,4.0,3433,$$,"['restaurant_reservation', 'pickup', 'delivery']",False,"Breakfast & Brunch, Asian Fusion, American (New)","breakfast_brunch, asianfusion, newamerican",37.7642352,-122.4306936,US,CA,San Francisco,94114,"['restaurant_reservation', 'pickup', 'delivery']"
926,g8MVssDAAYMutOa_r5fjTQ,El Coreano Korean Mexican Food,4.5,15,,['delivery'],False,"Korean, Mexican, Asian Fusion","korean, mexican, asianfusion",37.754506,-122.409111,US,CA,San Francisco,94110,['delivery']
927,mvPT__X1KlyDx78Ol2E4dQ,Brazuca Grill,5.0,6,,[],False,"Brazilian, Food Trucks","brazilian, foodtrucks",37.7580894,-122.3916149,US,CA,San Francisco,94107,
928,qKmtzhb79_GSCDdq8Bf2wA,Kusan Uyghur Cuisine,5.0,6,,"['delivery', 'pickup']",False,"Halal, Asian Fusion, Middle Eastern","halal, asianfusion, mideastern",37.736819,-122.405298,US,CA,San Francisco,94124,"['delivery', 'pickup']"
929,RYQBuRLmBs1K1zTOAHPoQQ,Niku Steakhouse,4.0,237,$$$$,['delivery'],False,"Japanese, Steakhouses","japanese, steak",37.7696671,-122.403567,US,CA,San Francisco,94103,['delivery']
930,-8mvLH7dsKaIBCy76kOJgA,Vasquez Coffee Company,4.5,35,$$,['delivery'],False,Cafes,cafes,37.74371,-122.38404,US,CA,San Francisco,94124,['delivery']
931,BFojhdNbAIF1Larqz2t_-Q,Craftsman and Wolves - The Den,4.0,107,$$,"['delivery', 'pickup']",False,"Coffee & Tea, Bakeries, Sandwiches","coffee, bakeries, sandwiches",37.7269073837324,-122.391263064064,US,CA,San Francisco,94124,"['delivery', 'pickup']"
932,N6z0so39b9fzGi8UWzI1Ww,Just For You Cafe,4.0,1453,$$,"['pickup', 'delivery']",False,"American (Traditional), Breakfast & Brunch","tradamerican, breakfast_brunch",37.7579585099187,-122.388854026794,US,CA,San Francisco,94107,"['pickup', 'delivery']"
933,igwR5eEzfxFkL_56cG0jOw,Destapas,5.0,9,,[],False,"Spanish, Tapas Bars, Wine Bars","spanish, tapas, wine_bars",37.7531052,-122.4068629,US,CA,San Francisco,94110,
934,t89AwpenhtiGah_EOyHN0w,Mission Boricua,4.5,3,,[],False,Puerto Rican,puertorican,37.75017,-122.4142,US,CA,San Francisco,94110,
935,WJGTFAskGkEP6O3bVPhQBw,Kim Hong Noodle,5.0,2,,[],False,Noodles,noodles,37.7263426,-122.3888466,US,CA,San Francisco,94124,
936,VcJzpsjaPi8HZ8zXI6GMOQ,Dear Inga,4.5,68,$$$,['delivery'],False,"Cocktail Bars, Hungarian, Modern European","cocktailbars, hungarian, modern_european",37.76183,-122.42292,US,CA,San Francisco,94110,['delivery']
937,8pZevgVXucZStPwUYPfAkQ,Hard Knox Cafe,4.0,2183,$$,"['delivery', 'pickup']",False,"Soul Food, Southern, Sandwiches","soulfood, southern, sandwiches",37.75752,-122.38858,US,CA,San Francisco,94107,"['delivery', 'pickup']"
938,Z66ZI4XfBN_gIjgOT1nnbw,Za'atar,4.5,56,,['delivery'],False,"Mediterranean, Food Delivery Services, Caterers","mediterranean, fooddeliveryservices, catering",37.75086,-122.3941,US,CA,San Francisco,94124,['delivery']
939,0piv8Y-TaJltsQDhu4Ngwg,Ming Hui Dim Sum,4.0,37,$,[],False,"Dim Sum, Bakeries","dimsum, bakeries",37.7305240809599,-122.404693529567,US,CA,San Francisco,94134,
940,hjm9vP4L5xTvqUNoZpQ0eA,Sunshine Wheat Field Dim Sum,4.0,21,$,[],False,"Dim Sum, Bakeries","dimsum, bakeries",37.72787,-122.40399,US,CA,San Francisco,94134,
941,6GpsP11XaFLUT5SDt9HTWA,Ramen House,4.0,109,$$,['delivery'],False,Ramen,ramen,37.72859,-122.40371,US,CA,San Francisco,94134,['delivery']
942,kvFI8S8XuE0793DBR0wSbg,San Ho Won,5.0,30,,[],False,Korean,korean,37.75944,-122.41017,US,CA,San Francisco,94110,
943,5Ok8ARq5ITYLoDuAIzchVQ,Besharam,4.0,215,$$,"['delivery', 'pickup']",False,"Indian, Vegetarian","indpak, vegetarian",37.75425,-122.38938,US,CA,San Francisco,94107,"['delivery', 'pickup']"
944,znjP_ZGYsVTw3NIgsW1hjQ,Grumpy Cafe,4.0,30,$,['delivery'],False,"Japanese, Korean, American (Traditional)","japanese, korean, tradamerican",37.73978,-122.40344,US,CA,San Francisco,94124,['delivery']
945,gN4Jrrv8AaCrOSr8Y1JK5w,Man vs Fries,4.0,40,,"['delivery', 'pickup']",False,"Mexican, Pop-Up Restaurants","mexican, popuprestaurants",37.7474,-122.41794,US,CA,San Francisco,94110,"['delivery', 'pickup']"
946,vVuPM8g9SA9m-iIOM_93dA,Jim Georgie's Donuts,4.5,159,$,['delivery'],False,"Donuts, American (Traditional)","donuts, tradamerican",37.73082,-122.40509,US,CA,San Francisco,94134,['delivery']
947,02wUJF0661zMeXLgArujlg,United Dumplings,4.5,60,,"['delivery', 'pickup']",False,"Chinese, Asian Fusion, Noodles","chinese, asianfusion, noodles",37.739223,-122.416008,US,CA,San Francisco,94110,"['delivery', 'pickup']"
948,hrrydGleIXC5oVkx9d54OQ,Tiffanys Cafe,3.5,53,$,"['delivery', 'pickup']",False,"Burgers, Donuts, Breakfast & Brunch","burgers, donuts, breakfast_brunch",37.74158,-122.38765,US,CA,San Francisco,94124,"['delivery', 'pickup']"
949,HECB3khkUffaD2zWCngLuw,El Techo,4.0,2028,$$,['restaurant_reservation'],False,"Latin American, Cocktail Bars, Breakfast & Brunch","latin, cocktailbars, breakfast_brunch",37.756576,-122.4190831,US,CA,San Francisco,94110,['restaurant_reservation']
950,-c4PVZ6ceySFd4DiVAuoBQ,Little Original Joe's,4.0,29,,[],False,"Pizza, Italian, Beer, Wine & Spirits","pizza, italian, beer_and_wine",37.736583,-122.470316,US,CA,San Francisco,94127,
951,Ei3hIQpYq9j-F1WhzurFLA,Lucho's,4.5,237,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Sandwiches, Latin American","breakfast_brunch, sandwiches, latin",37.73193,-122.47434,US,CA,San Francisco,94132,"['delivery', 'pickup']"
952,rKBJs9Pifk5k7FvGYG2GXw,Uncle Tetsu,4.0,59,,[],False,"Bakeries, Desserts, Japanese","bakeries, desserts, japanese",37.727502,-122.476955,US,CA,San Francisco,94132,
953,5sBKlZlsTFZqNnVAPjzUoQ,Go Go 7,4.5,275,$$,['delivery'],False,Korean,korean,37.724133,-122.4566716,US,CA,San Francisco,94112,['delivery']
954,dWT3YCEWtLdkuj64ud5GLg,Gentilly,4.5,95,$$,"['delivery', 'pickup']",False,"Southern, American (New), Cajun/Creole","southern, newamerican, cajun",37.7209412091022,-122.437894270089,US,CA,San Francisco,94112,"['delivery', 'pickup']"
955,_1pt3zjz2Om9QC3OUSuTtA,Mahila,4.0,154,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,Malaysian,malaysian,37.750925,-122.4342714,US,CA,San Francisco,94114,"['restaurant_reservation', 'delivery', 'pickup']"
956,DqJjIACQF6T85MR4ZYTrEA,Foodee Burger,4.5,43,,"['delivery', 'pickup']",False,Burgers,burgers,37.74738,-122.45952,US,CA,San Francisco,94116,"['delivery', 'pickup']"
957,T_8tOL18qiwy9VYR4mnl4Q,Do Eat Restaurant,4.5,5,,"['delivery', 'pickup']",False,Chinese,chinese,37.72546,-122.43389,US,CA,San Francisco,94112,"['delivery', 'pickup']"
958,qp5AET3U6_BG1fM4TkPvng,Beep's Burgers,4.0,737,$$,[],False,Burgers,burgers,37.72317,-122.45391,US,CA,San Francisco,94112,
959,eCRpZzBx5NNHVncFzRwcmg,Franco's Latin Table,4.5,99,$$,"['delivery', 'pickup']",False,"Latin American, Peruvian","latin, peruvian",37.7406245,-122.4663397,US,CA,San Francisco,94127,"['delivery', 'pickup']"
960,XhbkZ-5nUJ3bRy7uKPx7iQ,Mr Szechuan,4.5,284,$$,"['restaurant_reservation', 'delivery', 'pickup']",False,"Chinese, Bubble Tea, Shaved Ice","chinese, bubbletea, shavedice",37.74331,-122.47544,US,CA,San Francisco,94116,"['restaurant_reservation', 'delivery', 'pickup']"
961,thxSsY4OzduXI6kg8caXmw,Chase Luck Bakery,3.5,134,$,['delivery'],False,"Dim Sum, Noodles","dimsum, noodles",37.7236976623535,-122.456657409668,US,CA,San Francisco,94112,['delivery']
962,OeTD5HlXMjrmztfu02niQQ,Bursa,4.0,814,$$,['pickup'],False,"Middle Eastern, Turkish, Mediterranean","mideastern, turkish, mediterranean",37.74036,-122.46674,US,CA,San Francisco,94127,['pickup']
963,xYLz336Fq_VsLq6qgJ654Q,Stix,4.5,173,$,['delivery'],False,"Bubble Tea, Korean, Hot Dogs","bubbletea, korean, hotdog",37.742616,-122.4809192,US,CA,San Francisco,94116,['delivery']
964,OdO-B4spWQQMgu58-WbozA,Big Joe's,4.0,514,$$,"['delivery', 'pickup']",False,Breakfast & Brunch,breakfast_brunch,37.73123,-122.45159,US,CA,San Francisco,94127,"['delivery', 'pickup']"
965,baKnRYuk8iGq8IpN3ccTgw,Roti Indian Bistro,4.0,773,$$,['delivery'],False,Indian,indpak,37.7401922,-122.4662449,US,CA,San Francisco,94127,['delivery']
966,Du3-fALBKDhn0osed2kOpg,Orexi,4.0,374,$$,['delivery'],False,"Greek, Mediterranean, Desserts","greek, mediterranean, desserts",37.73832,-122.46817,US,CA,San Francisco,94127,['delivery']
967,hWFAUV2KtywQXwHFj5j9Lg,Ming Kee Restaurant,4.0,150,$,['delivery'],False,"Chinese, Delis","chinese, delis",37.7247201,-122.4590121,US,CA,San Francisco,94112,['delivery']
968,NWu1cDtYArkjWw2F8PzU9Q,Spiazzo Ristorante,4.0,687,$$,"['restaurant_reservation', 'pickup']",False,"Italian, Seafood, Gluten-Free","italian, seafood, gluten_free",37.74035,-122.46588,US,CA,San Francisco,94127,"['restaurant_reservation', 'pickup']"
969,FvPRM23d7NAOdyS_OX0MpQ,Trattoria da Vittorio - San Francisco,4.0,781,$$,"['delivery', 'pickup']",False,"Italian, Pizza","italian, pizza",37.73933,-122.46775,US,CA,San Francisco,94127,"['delivery', 'pickup']"
970,g60n9gcnr7cco5dh-j2RbA,Superstar Restaurant,4.5,437,$,"['delivery', 'pickup']",False,"Filipino, Chinese","filipino, chinese",37.71952,-122.43834,US,CA,San Francisco,94112,"['delivery', 'pickup']"
971,2FR395iJImCphQNGWubUtw,Champa Garden,4.0,823,$$,"['delivery', 'pickup']",False,"Laotian, Asian Fusion, Thai","laotian, asianfusion, thai",37.725079,-122.460196,US,CA,San Francisco,94112,"['delivery', 'pickup']"
972,q1Mv7oQSOorl4a9zbtl-rQ,Marugame Udon,4.0,1817,$$,"['delivery', 'pickup']",False,"Japanese, Noodles","japanese, noodles",37.727494,-122.476531,US,CA,San Francisco,94132,"['delivery', 'pickup']"
973,1dwJK21zm7cuhUKdROWJXQ,Taqueria Guadalajara,4.0,994,$,['delivery'],False,Mexican,mexican,37.7212907373905,-122.437459006906,US,CA,San Francisco,94112,['delivery']
974,lZjho8m-yjFu-PODdhOhlg,Ocean Ale House,4.5,270,$$,['delivery'],False,"Beer Gardens, American (New)","beergardens, newamerican",37.72426,-122.45672,US,CA,San Francisco,94112,['delivery']
975,xIrCKSeHRJvNdxKkkluc3A,Dumpling Specialist,4.5,145,,['delivery'],False,"Shanghainese, Taiwanese","shanghainese, taiwanese",37.74278,-122.47815,US,CA,San Francisco,94116,['delivery']
976,mRLqEeBs7EPd8mH6kOAFKA,Noe Valley Bakery - West Portal,4.0,188,$$,['delivery'],False,"Patisserie/Cake Shop, Bakeries, Cafes","cakeshop, bakeries, cafes",37.74067,-122.46641,US,CA,San Francisco,94127,['delivery']
977,tpuKzQh5d6veDB-M9qU6Fw,ChouChou French Bistro,3.5,1200,$$$,"['delivery', 'pickup']",False,French,french,37.74738,-122.45952,US,CA,San Francisco,94116,"['delivery', 'pickup']"
978,rlJntikl6JesFV-gb3eQYA,Le P'tit Laurent,4.0,766,$$$,['delivery'],False,French,french,37.7343618158181,-122.433787985458,US,CA,San Francisco,94131,['delivery']
979,286uOfEOt2P2BpakntKhGQ,Submarine Center,4.5,1242,$,['pickup'],False,"Sandwiches, Pizza","sandwiches, pizza",37.7409,-122.46532,US,CA,San Francisco,94127,['pickup']
980,23V7g4GuIJW1JWgLidewog,Dinosaurs Vietnamese Sandwiches,4.0,691,$,"['delivery', 'pickup']",False,"Sandwiches, Vietnamese, Juice Bars & Smoothies","sandwiches, vietnamese, juicebars",37.7315483093262,-122.472511291504,US,CA,San Francisco,94132,"['delivery', 'pickup']"
981,B20ZI2_yshDIqFgirAwmeQ,Pop's Sandwich Shop,4.0,238,$,"['delivery', 'pickup']",False,Sandwiches,sandwiches,37.74389,-122.4535,US,CA,San Francisco,94127,"['delivery', 'pickup']"
982,FIERsM_ekDqkvfHUYLGOdw,Squat & Gobble,3.0,443,$$,"['delivery', 'pickup']",False,"American (Traditional), Breakfast & Brunch, Creperies","tradamerican, breakfast_brunch, creperies",37.7406351641233,-122.465679869056,US,CA,San Francisco,94127,"['delivery', 'pickup']"
983,DQy0uYB0kym-s3oZZRxs5Q,House Of Pancakes,4.0,999,$,['delivery'],False,"Chinese, Noodles, Pancakes","chinese, noodles, pancakes",37.742904,-122.476349,US,CA,San Francisco,94116,['delivery']
984,jhVo92kIQSPFQTzBaIhP6w,Bullshead Restaurant,4.0,833,$$,['delivery'],False,"Steakhouses, Burgers, Sandwiches","steak, burgers, sandwiches",37.740895,-122.465527,US,CA,San Francisco,94127,['delivery']
985,rXZAemGGNu9fdQWx5JqWQg,Hwaro,4.0,212,$$,"['delivery', 'pickup']",False,Korean,korean,37.72564,-122.4343,US,CA,San Francisco,94112,"['delivery', 'pickup']"
986,7UO9ZSGbm1X6GkezeJeyFg,Orchids Cafe,4.0,142,$$,"['delivery', 'pickup']",False,"Chinese, Hong Kong Style Cafe","chinese, hkcafe",37.72311,-122.45369,US,CA,San Francisco,94112,"['delivery', 'pickup']"
987,UTjgPLk9RYjWudG3GSqsTQ,Calibur,4.0,449,$$,"['delivery', 'pickup']",False,"Burgers, American (Traditional)","burgers, tradamerican",37.7402382,-122.4668427,US,CA,San Francisco,94127,"['delivery', 'pickup']"
988,JWejPF1dVW29p2MZHUdw1A,Pakwan Restaurant,4.0,349,$$,['delivery'],False,"Halal, Indian, Pakistani","halal, indpak, pakistani",37.723777,-122.45397,US,CA,San Francisco,94112,['delivery']
989,73VFNuKCwyDzkvyPZ0pIUA,Pampanguena Cuisine,4.5,340,$$,['delivery'],False,Filipino,filipino,37.7270576,-122.4327544,US,CA,San Francisco,94112,['delivery']
990,3sGEIoyXkMmc1YX1TYkSMg,Aha Fresh,4.0,1020,$$,"['delivery', 'pickup']",False,"Breakfast & Brunch, Burgers","breakfast_brunch, burgers",37.751349,-122.432183,US,CA,San Francisco,94114,"['delivery', 'pickup']"
991,1Bk_0NSVkKxR6MuEi4rzbQ,Happy Family Gourmet,4.5,7,,[],False,Chinese,chinese,37.74322,-122.4774,US,CA,San Francisco,94116,
992,1bwGLMXDffQqmjWAd9MT7A,Kaisen DON,4.0,386,$$,"['delivery', 'pickup']",False,"Japanese, Sushi Bars, Poke","japanese, sushi, poke",37.725428,-122.463254,US,CA,San Francisco,94127,"['delivery', 'pickup']"
993,IqgazewkkBXLLLmEkLJFyg,Toast Eatery,3.5,271,$$,"['delivery', 'pickup']",False,"Coffee & Tea, Breakfast & Brunch, Sandwiches","coffee, breakfast_brunch, sandwiches",37.73923,-122.46787,US,CA,San Francisco,94127,"['delivery', 'pickup']"
994,tQBPUcdlsyzVa2NCtZAcJw,Odumak,4.0,133,$$,"['delivery', 'pickup']",False,"Chicken Wings, Korean","chicken_wings, korean",37.74287,-122.47416,US,CA,San Francisco,94116,"['delivery', 'pickup']"
995,OC_Z6gunpUXuak8ruZsjVg,Ocean Thai,4.0,146,$$,"['delivery', 'pickup']",False,Thai,thai,37.7313745538454,-122.473065666854,US,CA,San Francisco,94132,"['delivery', 'pickup']"
996,0J97f38Wtf3sOT71nh_Iaw,Xiao Loong Restaurant,4.0,296,$$,"['delivery', 'pickup']",False,Chinese,chinese,37.7384401112795,-122.46860280633,US,CA,San Francisco,94127,"['delivery', 'pickup']"
997,r4FWkVIwx-n2DMkI0k5PRg,Shanghai Dumpling King,3.5,528,$$,"['delivery', 'pickup']",False,Shanghainese,shanghainese,37.7316655,-122.4510301,US,CA,San Francisco,94127,"['delivery', 'pickup']"
998,viwE4vY314mJDudoDxBIQg,Los Kuyas,4.0,106,$,"['delivery', 'pickup']",False,Filipino,filipino,37.7282160035107,-122.476862869801,US,CA,San Francisco,94132,"['delivery', 'pickup']"
999,aUjc_iwTfSR0ZtHCp3IuZA,Wang Dae Bak,3.5,293,$$,['delivery'],False,"Korean, Bars","korean, bars",37.7321815,-122.4737625,US,CA,San Francisco,94132,['delivery']
1000,xv8dq_jBNfQkHeX2wJGlAg,Coqueta,4.0,2114,$$$,"['delivery', 'pickup']",False,"Spanish, Tapas/Small Plates","spanish, tapasmallplates",37.798588,-122.396639,US,CA,San Francisco,94111,"['delivery', 'pickup']"
1001,kn782Mw92uchlBI2CyosOQ,Tokyo Hot Chicken San Francisco,4.0,21,,"['delivery', 'pickup']",False,Chicken Shop,chickenshop,37.792886,-122.397979,US,CA,San Francisco,94111,"['delivery', 'pickup']"
1002,Xg-FyjVKAN70LO4u4Z1ozg,Hog Island Oyster Co,4.5,6090,$$,[],False,"Seafood, Seafood Markets, Live/Raw Food","seafood, seafoodmarkets, raw_food",37.795831,-122.393303,US,CA,San Francisco,94111,
1003,Qbr2JG96K6d31NqqAUxf9g,La Mar Cebichería Peruana,4.0,3807,$$$,"['delivery', 'pickup']",False,"Latin American, Seafood, Peruvian","latin, seafood, peruvian",37.7974182368553,-122.395129846558,US,CA,San Francisco,94111,"['delivery', 'pickup']"
1004,MvAo0hj9FXOeNL5PwBZ0fQ,Mama's On Washington Square,4.0,4293,$$,['pickup'],False,Breakfast & Brunch,breakfast_brunch,37.801606,-122.409599,US,CA,San Francisco,94133,['pickup']
1005,PsY5DMHxa5iNX_nX0T-qPA,Kokkari Estiatorio,4.5,4545,$$$,['pickup'],False,"Greek, Mediterranean","greek, mediterranean",37.796996,-122.399661,US,CA,San Francisco,94111,['pickup']
1006,-sg6DqQNGyTMt0MHoY7diQ,Good Mong Kok Bakery,4.0,2748,$,['delivery'],False,"Bakeries, Dim Sum, Cantonese","bakeries, dimsum, cantonese",37.7954584839809,-122.408358365012,US,CA,San Francisco,94108,['delivery']
1007,DeGdhZKXoTnyyFc8GC2BHg,Waterfront Restaurant,3.0,1197,$$$,['delivery'],False,"Seafood, American (Traditional)","seafood, tradamerican",37.7993774767812,-122.397444471717,US,CA,San Francisco,94111,['delivery']
1008,reY7L8hLSyh7pU1Etcfvpw,Dim Sum Bistro,4.5,202,$,['delivery'],False,"Dim Sum, Cantonese","dimsum, cantonese",37.79749,-122.40813,US,CA,San Francisco,94133,['delivery']
1009,ykvr3ib1gHQHI4tznSn8iA,Wayfare Tavern,4.0,3943,$$$,"['delivery', 'pickup']",False,American (Traditional),tradamerican,37.794169,-122.402359,US,CA,San Francisco,94111,"['delivery', 'pickup']"
1010,oRfws6g_zxtiYDTHtySDDQ,Little Window by Bicycle Banh Mi,4.5,46,$$,['delivery'],False,Vietnamese,vietnamese,37.8009263,-122.4022537,US,CA,San Francisco,94111,['delivery']
1011,_D1Ev_zTZs5ijHkleK6C2w,Hillstone,4.0,2235,$$$,['delivery'],False,"American (New), Wine Bars","newamerican, wine_bars",37.805712595582,-122.405280545354,US,CA,San Francisco,94111,['delivery']
1012,GXUEdea6q-bULIdDEZz0yw,Saison Smokehouse,4.5,58,,[],False,"American (New), Barbeque","newamerican, bbq",37.79307,-122.39212,US,CA,San Francisco,94105,
1013,bvdEOVmFuWUV0sAALc_-zw,Harborview Restaurant & Bar,4.0,474,,"['delivery', 'pickup', 'restaurant_reservation']",False,"Chinese, Lounges, Seafood","chinese, lounges, seafood",37.794959,-122.395663,US,CA,San Francisco,94111,"['delivery', 'pickup', 'restaurant_reservation']"
1014,dqd3qpeDZKsR0AaRiM9PvA,Trailblazer Tavern - San Francisco,4.0,341,,"['delivery', 'pickup']",False,Hawaiian,hawaiian,37.79089,-122.39669,US,CA,San Francisco,94105,"['delivery', 'pickup']"
1015,Fo5Wscbb9rwcLuaO-sc2zQ,Delicious Dim Sum,4.0,978,$,['delivery'],False,"Dim Sum, Cantonese","dimsum, cantonese",37.796051,-122.4076004,US,CA,San Francisco,94133,['delivery']
1016,PNxwbgtfdpldd3CyJFIw3w,Ozumo,4.0,2322,$$$,"['delivery', 'pickup', 'restaurant_reservation']",False,"Sushi Bars, Japanese","sushi, japanese",37.792673,-122.392236,US,CA,San Francisco,94105,"['delivery', 'pickup', 'restaurant_reservation']"
1017,4-ra3RxOy1PpvnaK49dy8w,Eight AM,4.5,1349,$$,['delivery'],False,"American (New), Breakfast & Brunch","newamerican, breakfast_brunch",37.806251,-122.419204,US,CA,San Francisco,94133,['delivery']
1018,RmiAHDQ9z-qzvA7gcLsUZQ,Unco Frank’s,5.0,2,,[],False,Hawaiian,hawaiian,37.797716,-122.406147,US,CA,San Francisco,94133,
1019,cvWuRzkFcf5KrEBiZEoYEA,Bask,4.0,665,$$,"['pickup', 'restaurant_reservation']",False,"Basque, Spanish, Tapas Bars","basque, spanish, tapas",37.7962703,-122.4041447,US,CA,San Francisco,94111,"['pickup', 'restaurant_reservation']"
1020,Tttm1r5Dw1sRMCfc3EQWPw,Boulevard,4.0,2670,$$$,['delivery'],False,American (New),newamerican,37.79337,-122.39274,US,CA,San Francisco,94105,['delivery']
1021,PDhfVvcVXgBinZf5I6s1KQ,The Codmother Fish & Chips,4.5,3005,$$,"['delivery', 'pickup']",False,"British, Fish & Chips, Seafood","british, fishnchips, seafood",37.8072702557489,-122.417093771758,US,CA,San Francisco,94133,"['delivery', 'pickup']"
1022,qXUzHmPdbGEt5EKSdWqbmg,Gott's Roadside,3.5,2715,$$,"['delivery', 'pickup']",False,"Ice Cream & Frozen Yogurt, Salad, Burgers","icecream, salad, burgers",37.7961786095916,-122.39410980362,US,CA,San Francisco,94111,"['delivery', 'pickup']"
